balanced_review_rank,review_stratum,pair_uid,candidate_scope,review_priority,candidate_rule_hits,candidate_rank_score,alias_relation,same_market_raw,source_market_raw_left,source_market_raw_right,source_seller_raw_left,source_seller_raw_right,shared_contact_values,shared_title_values,shared_description_values,shared_category_values,shared_pgp_fingerprint_values,lexical_similarity,structural_support_score,left_preview,right_preview,review_status,review_label,reviewer_id,review_notes
515,semantic_structural,products_data.csv|__unknown__|seller_id:592705||products_data.csv|__unknown__|seller_id:682462,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.20878,alias_missing,true,__unknown__,__unknown__,,,,,,实体发货商品,,0.128197,0.719799,T: 2023年4月源头直出国内实名三网卡香港流量卡 || 2023年4月源头直出国内实名三网卡香港流量卡 | D: 可直接注册飞机浏览外网：（2张起发） 9G（有效15天） 294元 15G（有效一年) 570元 18G (有效一年) 630元 30G (有效半年) 870元 60G (有效半年) 1320元 第一：客户从签收到测卡 | C: 实体发货商品,T: 高质量实名手机三网卡 || 高质量实名手机三网卡 | D: 专注三网卡销售，60天质保期， 95USD 一张，随时联系，随时回复 | C: 实体发货商品,pending,,,
516,semantic_structural,products_data.csv|__unknown__|seller_id:466023||products_data.csv|__unknown__|seller_id:72967,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.200166,alias_missing,true,__unknown__,__unknown__,,,,,,技术服务[非教程],,0.128935,0.713278,T: 2019版利用网购散件组装秃鹰气狗的方法 || 寻找激情，勾搭人妻，收割学生妹的方法 | D: 秃鹰作为气狗中颜值的担当，威力的代名词，现在就可以通过网购购买所有零配件的方法 图文介绍结构及原理，可自己调试威力，要知道气狗最容易损坏的就是配件，懂原理了再也不用等狗商发最慢的物流， 现在这些都可以直接搞定，成本大概是3000左右，自己制作的可玩性更高，是男人，干起来 备注：秃鹰属于连发气狗，不需要上膛拉栓，加... | C: 技术服务[非教程],T: 通过不同网购平台，购买零件组装秃鹰气枪 || 通过不同网购平台，购买零件组装秃鹰气枪 | D: 国内的国情大家都知道，所以这东西想买也不容易，一般网上能找到卖家，但是你看到的基本都是骗子，动辄大几千块钱，你敢赌一次吗 | C: 技术服务[非教程],pending,,,
517,semantic_structural,products_data.csv|__unknown__|seller_id:72967||products_data.csv|__unknown__|seller_id:92214,sockpuppet_primary,low,profile_lexical_neighbor,2.199612,alias_missing,true,__unknown__,__unknown__,,,,,,技术服务[非教程],,0.1864,0.540606,T: 通过不同网购平台，购买零件组装秃鹰气枪 || 通过不同网购平台，购买零件组装秃鹰气枪 | D: 国内的国情大家都知道，所以这东西想买也不容易，一般网上能找到卖家，但是你看到的基本都是骗子，动辄大几千块钱，你敢赌一次吗 | C: 技术服务[非教程],T: 2019结合网购在家搞一把秃鹰气枪教程 || 2019在家利用网购搞一把连排气狗 | D: 2019可以在家通过网购组装， 连发气狗，不需要上膛拉栓，加气即打， 教程里面只教如何在哪里购买，需购什么配件和名称 组装在哪个位置，教程里不推荐高压打气筒使用哪个品牌， ***虚拟物品，具有可复制性，是否购买请思考清楚， 一经售出拒绝任何理由退款*** | C: 技术服务[非教程] || 教程与文档,pending,,,
518,semantic_structural,products_data.csv|__unknown__|seller_id:534025||products_data.csv|__unknown__|seller_id:603119,sockpuppet_primary,low,profile_lexical_neighbor,2.197076,alias_missing,true,__unknown__,__unknown__,,,,,,,,0.186118,0.540184,T: 新到法国男性华人华侨7万条数据 || 新到法国男性华人华侨7万条数据 | D: ↓ 交易编号---47646-----冰雪复古手游传奇游戏注册短信拦截1万条156美金 交易编号---44632-----新疆工商联商会40万条4万美金 交易编号---47466-----全国混合医院医生护士1万条155美金08 交易编号---44723-----美国华人华侨开通WhatsApp的2000条312... | C: 虚拟物品,T: 一建二建身份证电话公司姓名毕业学校信息 || 一建二建身份证电话公司姓名毕业学校信息 | D: --------------------- ↓ 交易编号---45550-----美国华人华侨8月最新版本女性二十万条15600美金ok 交易编号---44431-----河北省_秦皇岛市女性身份证四要素54020条8356美金 交易编号---44841-----广东省一级建造师15384条153美金 交易编号-... | C: 教程与文档,pending,,,
519,semantic_structural,products_data.csv|__unknown__|seller_id:523216||products_data.csv|__unknown__|seller_id:528952,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.196458,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.120026,0.738151,"T: 国外华人华侨一德国一中文一女性20万一10一万条1560美金 || 国外华人华侨一德国一中文一女性20万一10一万条1560美金 | D: 日本华人华侨男性女性14万条1000美金 ""↓ 本商品【拍后自动网盘发货】,【商品底部链接直接下载】 拍完商品，及时下载收货核实，在拍后10分钟内主动放款的，留言给我，数据买一份送一份等价商品【量大的一次买10个商品送20个商品，买100个送500个】 下面是商品的目录清单，大家选择下列商品，都是网盘秒发货，全年... | C: 虚拟物品",T: 台湾女性宝妈母婴购物1615条30美金2 || 币圈股民417条领英cko20美金 | D: --------------------- ↓ 交易编号---45533-----美国币圈客户数据100万条2万美金 交易编号---47793-----江苏省小学学校女性老师教师5000条390美金 交易编号---45518-----ok快递电商平台物流订单数据2687万条26870美金 交易编号---45793... | C: 虚拟物品,pending,,,
520,semantic_structural,products_data.csv|__unknown__|seller_id:528952||products_data.csv|__unknown__|seller_id:548666,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.19056,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.132164,0.698788,T: 台湾女性宝妈母婴购物1615条30美金2 || 币圈股民417条领英cko20美金 | D: --------------------- ↓ 交易编号---45533-----美国币圈客户数据100万条2万美金 交易编号---47793-----江苏省小学学校女性老师教师5000条390美金 交易编号---45518-----ok快递电商平台物流订单数据2687万条26870美金 交易编号---45793... | C: 虚拟物品,T: 低价加拿大华人华侨留学生数据条 || 低价加拿大华人华侨留学生数据条 | D: --------------------- ↓ 交易编号---43196-----百世快递发货记录1700条样本10美金 交易编号---44708-----职业女性身份证1000条50美金 交易编号---45277-----吉林省_辽源市一女性身份证四要素7076条1094美金 交易编号---45957-----... | C: 虚拟物品,pending,,,
521,semantic_structural,products_data.csv|__unknown__|seller_id:522081||products_data.csv|__unknown__|seller_id:603119,sockpuppet_primary,low,profile_lexical_neighbor,2.188652,alias_missing,true,__unknown__,__unknown__,,,,,,,,0.18474,0.540106,T: 更新币圈美国佛罗里达州迈阿密21万条 || 更新币圈美国佛罗里达州迈阿密21万条 | D: ↓ 交易编号---47646-----冰雪复古手游传奇游戏注册短信拦截1万条156美金 交易编号---44632-----新疆工商联商会40万条4万美金 交易编号---47466-----全国混合医院医生护士1万条155美金08 交易编号---44723-----美国华人华侨开通WhatsApp的2000条312... | C: 虚拟物品,T: 一建二建身份证电话公司姓名毕业学校信息 || 一建二建身份证电话公司姓名毕业学校信息 | D: --------------------- ↓ 交易编号---45550-----美国华人华侨8月最新版本女性二十万条15600美金ok 交易编号---44431-----河北省_秦皇岛市女性身份证四要素54020条8356美金 交易编号---44841-----广东省一级建造师15384条153美金 交易编号-... | C: 教程与文档,pending,,,
522,semantic_structural,products_data.csv|__unknown__|seller_id:54210||products_data.csv|__unknown__|seller_id:567340,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.183274,alias_missing,true,__unknown__,__unknown__,,,,,,,,0.156203,0.623028,T: 2018年30个套路话术整理 祝你一臂之力 || 2018年30个套路话术整理 祝你一臂之力 | D: 虚拟资源具有可复制性，一经售出，谢绝退款 | C: 教程与文档,T: 一次性匿名邮箱特殊用途专用拍完自动发货 || 一次性匿名邮箱特殊用途专用拍完自动发货 | D: 虚拟资源具有复制性不接受退货，自动发货，拍完自取 | C: 常规服务与操作,pending,,,
523,semantic_structural,products_data.csv|__unknown__|seller_id:523216||products_data.csv|__unknown__|seller_id:603119,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.181072,alias_missing,true,__unknown__,__unknown__,,,,,,,,0.179296,0.552648,"T: 国外华人华侨一德国一中文一女性20万一10一万条1560美金 || 国外华人华侨一德国一中文一女性20万一10一万条1560美金 | D: 日本华人华侨男性女性14万条1000美金 ""↓ 本商品【拍后自动网盘发货】,【商品底部链接直接下载】 拍完商品，及时下载收货核实，在拍后10分钟内主动放款的，留言给我，数据买一份送一份等价商品【量大的一次买10个商品送20个商品，买100个送500个】 下面是商品的目录清单，大家选择下列商品，都是网盘秒发货，全年... | C: 虚拟物品",T: 一建二建身份证电话公司姓名毕业学校信息 || 一建二建身份证电话公司姓名毕业学校信息 | D: --------------------- ↓ 交易编号---45550-----美国华人华侨8月最新版本女性二十万条15600美金ok 交易编号---44431-----河北省_秦皇岛市女性身份证四要素54020条8356美金 交易编号---44841-----广东省一级建造师15384条153美金 交易编号-... | C: 教程与文档,pending,,,
524,semantic_structural,products_data.csv|__unknown__|seller_id:523073||products_data.csv|__unknown__|seller_id:603119,sockpuppet_primary,low,profile_lexical_neighbor,2.177894,alias_missing,true,__unknown__,__unknown__,,,,,,,,0.182882,0.540301,"T: 国际加拿大女性华人华侨数据 || 国际加拿大女性华人华侨数据 | D: 最新采集加拿大女性华人华侨1700条200美金 ""↓ 本商品【拍后自动网盘发货】,【商品底部链接直接下载】 拍完商品，及时下载收货核实，在拍后10分钟内主动放款的，留言给我，数据买一份送一份等价商品【量大的一次买10个商品送20个商品，买100个送500个】 下面是商品的目录清单，大家选择下列商品，都是网盘秒发货... | C: 虚拟物品",T: 一建二建身份证电话公司姓名毕业学校信息 || 一建二建身份证电话公司姓名毕业学校信息 | D: --------------------- ↓ 交易编号---45550-----美国华人华侨8月最新版本女性二十万条15600美金ok 交易编号---44431-----河北省_秦皇岛市女性身份证四要素54020条8356美金 交易编号---44841-----广东省一级建造师15384条153美金 交易编号-... | C: 教程与文档,pending,,,
525,semantic_structural,products_data.csv|__unknown__|seller_id:581913||products_data.csv|__unknown__|seller_id:597859,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.176982,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.131552,0.693835,T: 新到币圈新加坡抹茶币MXToken注册用户5万条数据 || 新到币圈新加坡抹茶币MXToken注册用户5万条数据 | D: ↓ 交易编号---45182-----浙江省衢州市二建工程师建筑师853条85美金 交易编号---45649-----福建泉州离异数据1000条156美金 交易编号---45355-----青海省_玉树市一女性身份证四要素193条29美金 交易编号---45269-----湖南省_张家界市女性身份证四要素1789... | C: 虚拟物品,T: 澳大利亚金融客户90万条900美金 || 澳大利亚金融客户90万条900美金 | D: ↓ 交易编号---45809-----币圈注册用户美国密西西比州2万条20美金 交易编号---45382-----山西省_运域市一女性身份证四要素17461条2701美金 交易编号---45219-----河南省_南阳市女性身份证四要素33025条5108美金 交易编号---46455-----印度博彩5000条... | C: 虚拟物品,pending,,,
526,semantic_structural,products_data.csv|__unknown__|seller_id:10398||products_data.csv|__unknown__|seller_id:19453,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.176134,alias_missing,true,__unknown__,__unknown__,,,,,,,,0.155717,0.620916,T: 出父爱如山(萝莉控养成指南)手册，可在线，可下载 || 出父爱如山(萝莉控养成指南)手册，可在线，可下载 | D: 无详情描述 | C: 教程与文档,T: 手机微信定位！各种查询服务！ || 手机微信定位！各种查询服务！ | D: 无详情描述 | C: 常规服务与操作,pending,,,
527,semantic_structural,products_data.csv|__unknown__|seller_id:155548||products_data.csv|__unknown__|seller_id:88807,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.17598,alias_missing,true,__unknown__,__unknown__,,,,,,教程与文档,,0.130526,0.696412,T: 出几个接收/发送短信验证码的网站 可用来匿名注册账号和无限注册小号 || 出几个接收/发送短信验证码的网站 可用来匿名注册账号和无限注册小号 | D: 里面是我自己看的也是自己整理的十多套教程，当然我也会持续更新更多套教程，其中大部分都是VIP收费教程，其中包含了易语言、CE、OD、网截、lua、驱动保护、过TP等一系列零基础从入门到精通的教程，实现功能包括了FPS游戏D3D透视、自瞄原理、无后和加速等 | C: 教程与文档,"T: (自动发货)-详细游戏外挂辅助制作技术教程 || (自动发货)-详细游戏外挂辅助制作技术教程 | D: 将教会你…… “怎样快速开发游戏""辅助""(外挂)， 即使你没有编程基础、没有CE经验、OD技巧， 你知道什么样的编程环境，能够快速地开发""辅助""吗 | C: 教程与文档",pending,,,
528,semantic_structural,products_data.csv|__unknown__|seller_id:45194||products_data.csv|__unknown__|seller_id:682462,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.17462,alias_missing,true,__unknown__,__unknown__,,,,,,实体发货商品,,0.124201,0.714707,T: 出售 移动联通电信已实名手机卡（包邮）开新帖 || 出售 移动联通电信已实名手机卡（包邮）开新帖 | D: 出售 移动联通电信已实名手机卡（包邮） 地区随机发 开卡地 深圳 广州 东莞 佛山汕头随机发 联通 电信月租6元，余额20-30 +每月返5元连返三个月 可以开1元日租流量 1元800M 移动 月租26元 余额5-30 不等 电信13/15/180/181 联通13* 移动 13* 14* 15*开头 国内包邮顺丰 | C: 实体发货商品,T: 高质量实名手机三网卡 || 高质量实名手机三网卡 | D: 专注三网卡销售，60天质保期， 95USD 一张，随时联系，随时回复 | C: 实体发货商品,pending,,,
529,semantic_structural,products_data.csv|__unknown__|seller_id:601436||products_data.csv|__unknown__|seller_id:759651,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.173506,alias_missing,true,__unknown__,__unknown__,,,,,,影视猎奇资源,,0.161702,0.601647,T: 虐腹视频女主叫得很惨8G || 虐腹视频女主叫得很惨8G | D: 个人收集虐腹视频，Mega | C: 影视猎奇资源,"T: 25年资源6年级小学生假阳具自慰喷尿 || 高颜值双马尾小学幼女裸舞自慰 | D: Due to the replicability of our products, we do not accept malicious refund requests. Honest transactions are appreciated. Thank you for your understanding | C: 影视猎奇资源",pending,,,
530,semantic_structural,products_data.csv|__unknown__|seller_id:524490||products_data.csv|__unknown__|seller_id:529130,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.163292,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.146671,0.641633,T: 更新的泰国华人华侨数据 || 更新的泰国华人华侨数据 | D: ↓ 交易编号---43391-----大学生all电子信息工程实号慢检500条5美金 交易编号---45773-----币圈注册用户美国格鲁吉亚georgia8万条80美金 交易编号---44637-----加拿大华人华侨33万3万美金女性已经开通WHATSAPPok 交易编号---45176-----浙江省二建... | C: 虚拟物品,T: 币圈外汇股民领英数据一45274条领英一20美金 || 币圈外汇股民领英数据一45274条领英一20美金 | D: --------------------- ↓ 交易编号---44405-----广西省_贺州市女性身份证四要素494条76美金 交易编号---45169-----浙江省二建工程师建筑师完整温州2769条27美金 交易编号---47469-----全国混合医院医生护士1万条155美金11 交易编号---48127... | C: 虚拟物品,pending,,,
531,semantic_structural,products_data.csv|__unknown__|seller_id:45194||products_data.csv|__unknown__|seller_id:629347,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.159844,alias_missing,true,__unknown__,__unknown__,,,,,,实体发货商品,,0.123576,0.709194,T: 出售 移动联通电信已实名手机卡（包邮）开新帖 || 出售 移动联通电信已实名手机卡（包邮）开新帖 | D: 出售 移动联通电信已实名手机卡（包邮） 地区随机发 开卡地 深圳 广州 东莞 佛山汕头随机发 联通 电信月租6元，余额20-30 +每月返5元连返三个月 可以开1元日租流量 1元800M 移动 月租26元 余额5-30 不等 电信13/15/180/181 联通13* 移动 13* 14* 15*开头 国内包邮顺丰 | C: 实体发货商品,T: 黑卡手机卡匿名卡 || 黑卡手机卡匿名卡 | D: 语音+短信+上网功能齐全 已实名，即插即用，17或16号段，也即是开头是17或者16 资费：短信/电话0.1-0.15左右，上网300-500M/一元左右 归属地随机，无法指定 拍下后私信收货地址，顺丰到付 | C: 实体发货商品,pending,,,
532,semantic_structural,products_data.csv|__unknown__|seller_id:1893440||products_data.csv|__unknown__|seller_id:50374,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.15719,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.173795,0.55721,T: 229个比特币核心钱包文件有密码就可以提走 || 229个比特币核心钱包文件有密码就可以提走 | D: 229个比特币核心钱包文件，有密码就可以提走 拍下自动发货 | C: 虚拟物品,T: 呦呦资源禽兽父亲性侵亲生女儿稀缺资源 || 呦呦资源禽兽父亲性侵亲生女儿稀缺资源 | D: 由于墙内政策调整，限制网络，先前用的梯子服务器极不稳定，所以把这个软件放出来给大家一起奔放一下，YouTube1080P不敢说，但720P绝对不卡 | C: 影视猎奇资源 || 虚拟物品,pending,,,
533,semantic_structural,products_data.csv|__unknown__|seller_id:507092||products_data.csv|__unknown__|seller_id:645809,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.1569,alias_missing,true,__unknown__,__unknown__,,,,,,常规服务与操作,,0.162958,0.589576,T: 银行一微信一支付宝一企业一查流水 || 侦探各类查询低价 | D: 一年价格（拍300份） 验证方法（提供转账时间）验证结果我告诉你金额 验证后确认放款发完整资料给您 个人银行（无视大中小银行）3个月-2年.姓名+银行卡号（价格3个月拍120份，一年拍250份） 企业银行（无视大中小银行）3个月-2年.企业名+银行卡号（价格请咨询） 微信账户流水3个月-2年提供（微信号）（原始i... | C: 常规服务与操作,T: 搭建对标不夜城的网站 || 24小时查询服务 | D: 部分业务隔天 【个人基本信息类】 个人户籍-提供身份证号码-(拍1份) 全家户籍-提供身份证号码-(拍10份) 模糊查询-提供大概年龄+地区+名字(拍6份) 犯罪记录-提供身份证号码-(拍5份) 网逃记录-提供身份证号码-(拍5份) 开房同住记录-提供身份证号码-拍30份)（打码带系统查询时间） 开房记录-提供身... | C: 技术服务[非教程] || 常规服务与操作,pending,,,
534,semantic_structural,products_data.csv|__unknown__|seller_id:566317||products_data.csv|__unknown__|seller_id:632995,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.151244,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.138807,0.659201,"T: 币圈外汇股民领英数据一美国新墨西哥州33万条33美金 || 币圈外汇股民领英数据一美国新墨西哥州33万条33美金 | D: 澳大利亚币圈310万其一30万条300美金一14 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品","T: 澳大利亚金融客户未发的500万之3一100万条1000美金 || 澳大利亚金融客户未发的500万之3一100万条1000美金 | D: 澳大利亚金融客户数据未发的500万之3一100万条1000美金 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品",pending,,,
535,semantic_structural,products_data.csv|__unknown__|seller_id:518270||products_data.csv|__unknown__|seller_id:571489,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.148512,alias_missing,true,__unknown__,__unknown__,,,,,,实体发货商品,,0.165171,0.578743,"T: 出高质量银行卡四件套交易所账号 || 中国移动最快200M网速_1000G无需实名4G手机卡 | D: 59元包1000G 39元套餐包100G 1000G,100G的卡30元一张 10张起发货 10张拍43份 50张拍178份 100张拍286份 邮费到付 不能收到付的把邮费拍在单里，邮费顺丰（4份） | C: 实体发货商品",T: 1美元流量卡动态IP4G网络全国通用无需实名 || 1美元流量卡动态IP4G网络全国通用无需实名 | D: 13.9元包10G流量 18.9元包20G流量 28.9元包40G流量 38.9元包80G流量 1美元一张 10张起发 下单拍10份 邮费到付 每日除了睡觉时间以外，其它时间都在线，拍下秒发货 | C: 实体发货商品,pending,,,
536,semantic_structural,products_data.csv|__unknown__|seller_id:689669||products_data.csv|__unknown__|seller_id:707139,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.14295,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.148627,0.625594,"T: 1000万女性医院医师医生护士护师_70年至90年数据 || 1000万女性医院医师医生护士护师_70年至90年数据 | D: ""刚到1000万女性医院医师医生护士护师_黑龙江哈尔滨70至90年1700条200美金 【本商品拍后MEGA网盘自动发货】,【商品底部图片下有下载的链接地址】 "" | C: 虚拟物品","T: 低价出网贷贷款逾期用户数据 || 香港HKstockacc证券股民数据2000条320美金2 | D: 香港HKstockacc证券股民数据2000条320美金2 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 技术服务[非教程] || 虚拟物品",pending,,,
537,semantic_structural,products_data.csv|__unknown__|seller_id:533821||products_data.csv|__unknown__|seller_id:534025,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.13981,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.121949,0.704058,T: 币圈外汇股民领英数据一美国怀俄明州11万条20美金 || 币圈外汇股民领英数据一美国怀俄明州11万条20美金 | D: --------------------- ↓ 交易编号---45407-----四川省_南充市女性身份证四要素107058条16561美金 交易编号---45605-----国外华人华侨德国中文女性20万2万条1560美金 交易编号---44667-----河南省郑州市19401956之间的3万5000条177... | C: 虚拟物品,T: 新到法国男性华人华侨7万条数据 || 新到法国男性华人华侨7万条数据 | D: ↓ 交易编号---47646-----冰雪复古手游传奇游戏注册短信拦截1万条156美金 交易编号---44632-----新疆工商联商会40万条4万美金 交易编号---47466-----全国混合医院医生护士1万条155美金08 交易编号---44723-----美国华人华侨开通WhatsApp的2000条312... | C: 虚拟物品,pending,,,
538,semantic_structural,products_data.csv|__unknown__|seller_id:389356||products_data.csv|__unknown__|seller_id:598958,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.138912,alias_missing,true,__unknown__,__unknown__,,,,,,,,0.15589,0.601786,"T: 大麻种子出售 || 大麻种子出售 | D: 大麻种子出售，可选现货种子，和定制单，有高THC,和高CBD，定制单就是你选好要那种，种子，如果要下定制单，每个定单不低于1000美金，定制单需要20天左右才能收到货，别问为什么，现货种子下单后48小时即可发货，高THC种子每颗售价165RMB，高CBD售价为160RMB每颗 | C: 实体发货商品",T: 大麻种子种子城直购教程 || 大麻种子种子城直购教程 | D: 只提供网址，和用那个软件可以直接翻译，你需要连接到VPN才可以使用，第二步，连接到美国线路，美西，纽约，美南，美国线路都可以，连接国外线路都可以，第三步输入网址，，，，，网址在你购买本帖子后会在下方自动显示，注意全球都可以购买，会使用比特币都可以购买，总之教程在这，本王只是分享给大家，不想着赚钱，大麻种子买的越多... | C: 教程与文档,pending,,,
539,semantic_structural,products_data.csv|__unknown__|seller_id:549479||products_data.csv|__unknown__|seller_id:555218,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.12866,alias_missing,true,__unknown__,__unknown__,,,,,,教程与文档,,0.14468,0.63029,T: 人脸识别过活体过脸技术Crazy全套详细教程附全套脚本 || 只花房费免费睡女大学生的方法 | D: 自动发货-自动发货-自动发货 便宜贱卖-只需要50---懂的人都知道-这是好东西-多操作下钱就回来了 | C: 教程与文档 || 技术服务[非教程],T: 2020年最全过人脸认证教程超低价 || 2020年最全过人脸认证教程超低价 | D: 2020全网最新最全的过人脸认证教程，视频教学，整套文件压缩包2.58G 包含制作工具、视频教程、各类APP过脸模版和脚本、人脸动作辅助控制插件等 | C: 教程与文档,pending,,,
540,semantic_structural,products_data.csv|__unknown__|seller_id:696328||products_data.csv|__unknown__|seller_id:759651,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.112538,alias_missing,true,__unknown__,__unknown__,,,,,,影视猎奇资源,,0.120543,0.69464,T: 外国大神在医务站迷奸来看病的小幼女_边给幼幼挂镇静剂边干屁眼 || 稀有资源真实下药迷奸三个幼女都不超过十岁 | D: 更多精彩： 47471 肥宅大叔真实迷奸幼女小学生_应该是比较稀有的资源 52293 趁八岁双马尾小幼女昏睡不醒_放肆迷奸内射粉嫩的馒头小逼逼 50294 畜生父亲迷奸初中女儿 47945 稀有资源真实下药迷奸三个幼女都不超过十岁 47735 玩弄睡着的小幼女 47733 老外迷姦12岁幼女 52602 迷奸十岁... | C: 影视猎奇资源,"T: 25年资源6年级小学生假阳具自慰喷尿 || 高颜值双马尾小学幼女裸舞自慰 | D: Due to the replicability of our products, we do not accept malicious refund requests. Honest transactions are appreciated. Thank you for your understanding | C: 影视猎奇资源",pending,,,
541,semantic_structural,products_data.csv|__unknown__|seller_id:562239||products_data.csv|__unknown__|seller_id:566317,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.100856,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.129512,0.661892,"T: 澳大利亚金融客户数据未发的5100万条1000美金 || 澳大利亚金融客户数据未发的5100万条1000美金 | D: 澳大利亚金融客户数据未发的500万之1一100万条1000美金 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品","T: 币圈外汇股民领英数据一美国新墨西哥州33万条33美金 || 币圈外汇股民领英数据一美国新墨西哥州33万条33美金 | D: 澳大利亚币圈310万其一30万条300美金一14 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品",pending,,,
542,semantic_structural,products_data.csv|__unknown__|seller_id:531474||products_data.csv|__unknown__|seller_id:603119,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.087082,alias_missing,true,__unknown__,__unknown__,,,,,,,,0.158054,0.569379,T: 加拿大华人华侨留学生数据 || 加拿大华人华侨留学生数据 | D: --------------------- ↓ 交易编号---45809-----币圈注册用户美国密西西比州2万条20美金 交易编号---45382-----山西省_运域市一女性身份证四要素17461条2701美金 交易编号---45219-----河南省_南阳市女性身份证四要素33025条5108美金 交易编号... | C: 虚拟物品,T: 一建二建身份证电话公司姓名毕业学校信息 || 一建二建身份证电话公司姓名毕业学校信息 | D: --------------------- ↓ 交易编号---45550-----美国华人华侨8月最新版本女性二十万条15600美金ok 交易编号---44431-----河北省_秦皇岛市女性身份证四要素54020条8356美金 交易编号---44841-----广东省一级建造师15384条153美金 交易编号-... | C: 教程与文档,pending,,,
543,semantic_structural,products_data.csv|__unknown__|seller_id:524163||products_data.csv|__unknown__|seller_id:696328,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.076514,alias_missing,true,__unknown__,__unknown__,,,,,,影视猎奇资源,,0.140096,0.617969,T: 1元超低价售卖宝马哥系列和外国幼女口交吞精系列视频 || 1元超低价售卖宝马哥系列和外国幼女口交吞精系列视频 | D: 更多精彩请访问： 54725幼女合集100G芳草幼儿园T先生等系列加600部额外幼女视频 54712幼女合集100G宝马哥国外女儿等七个系列加600部幼女视频 54697幼女合集100G面具萝莉幼儿园玩弄等七系列加600部额外视频 54776幼女合集100G百丽宫黄药师等系列加600部额外幼女视频 54886幼女... | C: 影视猎奇资源,T: 外国大神在医务站迷奸来看病的小幼女_边给幼幼挂镇静剂边干屁眼 || 稀有资源真实下药迷奸三个幼女都不超过十岁 | D: 更多精彩： 47471 肥宅大叔真实迷奸幼女小学生_应该是比较稀有的资源 52293 趁八岁双马尾小幼女昏睡不醒_放肆迷奸内射粉嫩的馒头小逼逼 50294 畜生父亲迷奸初中女儿 47945 稀有资源真实下药迷奸三个幼女都不超过十岁 47735 玩弄睡着的小幼女 47733 老外迷姦12岁幼女 52602 迷奸十岁... | C: 影视猎奇资源,pending,,,
