pair_uid,seller_uid_left,seller_uid_right,review_label,split_name,split_component_id,synthetic_class,synthetic_train_only,benchmark_eligible,usable_for_supervision,usable_for_core_transfer,training_sample_weight
synthetic://step22/v1/positive/p00511/left||synthetic://step22/v1/positive/p00511/right,synthetic://step22/v1/positive/p00511/left,synthetic://step22/v1/positive/p00511/right,positive,train,step22_unlabeled_seller_554cfe6dc0d103f22f6b,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00512/left||synthetic://step22/v1/positive/p00512/right,synthetic://step22/v1/positive/p00512/left,synthetic://step22/v1/positive/p00512/right,positive,train,step22_unlabeled_seller_0585e79649a818237be6,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00513/left||synthetic://step22/v1/positive/p00513/right,synthetic://step22/v1/positive/p00513/left,synthetic://step22/v1/positive/p00513/right,positive,train,step22_unlabeled_seller_c94eb8ab67b7d7a45a99,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00514/left||synthetic://step22/v1/positive/p00514/right,synthetic://step22/v1/positive/p00514/left,synthetic://step22/v1/positive/p00514/right,positive,train,step22_unlabeled_seller_eab5434a5e9ace30bda1,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00515/left||synthetic://step22/v1/positive/p00515/right,synthetic://step22/v1/positive/p00515/left,synthetic://step22/v1/positive/p00515/right,positive,train,zh_target_strict_cc_2e5c7caaf65dd8e0,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00516/left||synthetic://step22/v1/positive/p00516/right,synthetic://step22/v1/positive/p00516/left,synthetic://step22/v1/positive/p00516/right,positive,train,zh_target_strict_cc_8d59425a6c8933a2,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00517/left||synthetic://step22/v1/positive/p00517/right,synthetic://step22/v1/positive/p00517/left,synthetic://step22/v1/positive/p00517/right,positive,train,step22_unlabeled_seller_ca332e5f35dbc95dda4f,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00518/left||synthetic://step22/v1/positive/p00518/right,synthetic://step22/v1/positive/p00518/left,synthetic://step22/v1/positive/p00518/right,positive,train,step22_unlabeled_seller_84d47cf1183514e13d93,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00519/left||synthetic://step22/v1/positive/p00519/right,synthetic://step22/v1/positive/p00519/left,synthetic://step22/v1/positive/p00519/right,positive,train,zh_target_strict_cc_2b1fa837c0e49726,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00520/left||synthetic://step22/v1/positive/p00520/right,synthetic://step22/v1/positive/p00520/left,synthetic://step22/v1/positive/p00520/right,positive,train,step22_unlabeled_seller_92b2189f933a01e94b43,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00521/left||synthetic://step22/v1/positive/p00521/right,synthetic://step22/v1/positive/p00521/left,synthetic://step22/v1/positive/p00521/right,positive,train,step22_unlabeled_seller_2a108382d0efb82109b6,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00522/left||synthetic://step22/v1/positive/p00522/right,synthetic://step22/v1/positive/p00522/left,synthetic://step22/v1/positive/p00522/right,positive,train,zh_target_strict_cc_22709e967eba3940,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00523/left||synthetic://step22/v1/positive/p00523/right,synthetic://step22/v1/positive/p00523/left,synthetic://step22/v1/positive/p00523/right,positive,train,step22_unlabeled_seller_b34c339fd30320f9ab4b,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00524/left||synthetic://step22/v1/positive/p00524/right,synthetic://step22/v1/positive/p00524/left,synthetic://step22/v1/positive/p00524/right,positive,train,step22_unlabeled_seller_cfacb565bed553da6c4e,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00525/left||synthetic://step22/v1/positive/p00525/right,synthetic://step22/v1/positive/p00525/left,synthetic://step22/v1/positive/p00525/right,positive,train,zh_target_strict_cc_d30b8a7ef8b6700c,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00526/left||synthetic://step22/v1/positive/p00526/right,synthetic://step22/v1/positive/p00526/left,synthetic://step22/v1/positive/p00526/right,positive,train,step22_unlabeled_seller_44752637a1c1196eb189,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00527/left||synthetic://step22/v1/positive/p00527/right,synthetic://step22/v1/positive/p00527/left,synthetic://step22/v1/positive/p00527/right,positive,train,step22_unlabeled_seller_df5c113886bdeabe4107,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00528/left||synthetic://step22/v1/positive/p00528/right,synthetic://step22/v1/positive/p00528/left,synthetic://step22/v1/positive/p00528/right,positive,train,zh_target_strict_cc_bdbbd819a13285cb,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00529/left||synthetic://step22/v1/positive/p00529/right,synthetic://step22/v1/positive/p00529/left,synthetic://step22/v1/positive/p00529/right,positive,train,step22_unlabeled_seller_5e740fb49b69c00e6772,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00530/left||synthetic://step22/v1/positive/p00530/right,synthetic://step22/v1/positive/p00530/left,synthetic://step22/v1/positive/p00530/right,positive,train,step22_unlabeled_seller_2463b3b262bdc896ed06,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00531/left||synthetic://step22/v1/positive/p00531/right,synthetic://step22/v1/positive/p00531/left,synthetic://step22/v1/positive/p00531/right,positive,train,step22_unlabeled_seller_82ea18d683bc7d65965f,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00532/left||synthetic://step22/v1/positive/p00532/right,synthetic://step22/v1/positive/p00532/left,synthetic://step22/v1/positive/p00532/right,positive,train,step22_unlabeled_seller_d96498bd35946c0ab774,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00533/left||synthetic://step22/v1/positive/p00533/right,synthetic://step22/v1/positive/p00533/left,synthetic://step22/v1/positive/p00533/right,positive,train,step22_unlabeled_seller_fceba8c535f05f4bba20,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00534/left||synthetic://step22/v1/positive/p00534/right,synthetic://step22/v1/positive/p00534/left,synthetic://step22/v1/positive/p00534/right,positive,train,step22_unlabeled_seller_b887d9ec379dc7abd119,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00535/left||synthetic://step22/v1/positive/p00535/right,synthetic://step22/v1/positive/p00535/left,synthetic://step22/v1/positive/p00535/right,positive,train,step22_unlabeled_seller_db814ee627d33ff6f86e,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00536/left||synthetic://step22/v1/positive/p00536/right,synthetic://step22/v1/positive/p00536/left,synthetic://step22/v1/positive/p00536/right,positive,train,step22_unlabeled_seller_d3b5ff64707c42d46e34,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00537/left||synthetic://step22/v1/positive/p00537/right,synthetic://step22/v1/positive/p00537/left,synthetic://step22/v1/positive/p00537/right,positive,train,step22_unlabeled_seller_6a842691daf628726195,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00538/left||synthetic://step22/v1/positive/p00538/right,synthetic://step22/v1/positive/p00538/left,synthetic://step22/v1/positive/p00538/right,positive,train,step22_unlabeled_seller_6c87cb4b5fc267d25029,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00539/left||synthetic://step22/v1/positive/p00539/right,synthetic://step22/v1/positive/p00539/left,synthetic://step22/v1/positive/p00539/right,positive,train,zh_target_strict_cc_a4907cf1273476d7,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00540/left||synthetic://step22/v1/positive/p00540/right,synthetic://step22/v1/positive/p00540/left,synthetic://step22/v1/positive/p00540/right,positive,train,step22_unlabeled_seller_76739695cba0db23460b,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00541/left||synthetic://step22/v1/positive/p00541/right,synthetic://step22/v1/positive/p00541/left,synthetic://step22/v1/positive/p00541/right,positive,train,step22_unlabeled_seller_18decc761b9de18586a7,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00542/left||synthetic://step22/v1/positive/p00542/right,synthetic://step22/v1/positive/p00542/left,synthetic://step22/v1/positive/p00542/right,positive,train,step22_unlabeled_seller_7343b7b5add89d083541,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00543/left||synthetic://step22/v1/positive/p00543/right,synthetic://step22/v1/positive/p00543/left,synthetic://step22/v1/positive/p00543/right,positive,train,step22_unlabeled_seller_b17671a04a1b183ea330,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00544/left||synthetic://step22/v1/positive/p00544/right,synthetic://step22/v1/positive/p00544/left,synthetic://step22/v1/positive/p00544/right,positive,train,step22_unlabeled_seller_8cd8a4e10beedf4f768a,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00545/left||synthetic://step22/v1/positive/p00545/right,synthetic://step22/v1/positive/p00545/left,synthetic://step22/v1/positive/p00545/right,positive,train,step22_unlabeled_seller_d6644b0d88324c78f9a2,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00546/left||synthetic://step22/v1/positive/p00546/right,synthetic://step22/v1/positive/p00546/left,synthetic://step22/v1/positive/p00546/right,positive,train,step22_unlabeled_seller_391d1bda5cea148ee385,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00547/left||synthetic://step22/v1/positive/p00547/right,synthetic://step22/v1/positive/p00547/left,synthetic://step22/v1/positive/p00547/right,positive,train,step22_unlabeled_seller_da01de28455058a59082,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00548/left||synthetic://step22/v1/positive/p00548/right,synthetic://step22/v1/positive/p00548/left,synthetic://step22/v1/positive/p00548/right,positive,train,step22_unlabeled_seller_879b8ad6e45263a93d3e,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00549/left||synthetic://step22/v1/positive/p00549/right,synthetic://step22/v1/positive/p00549/left,synthetic://step22/v1/positive/p00549/right,positive,train,step22_unlabeled_seller_2364ec02bfdc84b1f815,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00550/left||synthetic://step22/v1/positive/p00550/right,synthetic://step22/v1/positive/p00550/left,synthetic://step22/v1/positive/p00550/right,positive,train,step22_unlabeled_seller_33a430df7f58f86e8fc4,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00551/left||synthetic://step22/v1/positive/p00551/right,synthetic://step22/v1/positive/p00551/left,synthetic://step22/v1/positive/p00551/right,positive,train,step22_unlabeled_seller_d1c6e7f74c58e86a76a6,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00552/left||synthetic://step22/v1/positive/p00552/right,synthetic://step22/v1/positive/p00552/left,synthetic://step22/v1/positive/p00552/right,positive,train,step22_unlabeled_seller_f18f238919c52804cf3a,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00553/left||synthetic://step22/v1/positive/p00553/right,synthetic://step22/v1/positive/p00553/left,synthetic://step22/v1/positive/p00553/right,positive,train,step22_unlabeled_seller_52e9120ea0ae10f6bc1c,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00554/left||synthetic://step22/v1/positive/p00554/right,synthetic://step22/v1/positive/p00554/left,synthetic://step22/v1/positive/p00554/right,positive,train,step22_unlabeled_seller_e213da400d7e314f7002,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00555/left||synthetic://step22/v1/positive/p00555/right,synthetic://step22/v1/positive/p00555/left,synthetic://step22/v1/positive/p00555/right,positive,train,step22_unlabeled_seller_1fed8b54b3dca1fd218a,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00556/left||synthetic://step22/v1/positive/p00556/right,synthetic://step22/v1/positive/p00556/left,synthetic://step22/v1/positive/p00556/right,positive,train,zh_target_strict_cc_2e5c7caaf65dd8e0,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00557/left||synthetic://step22/v1/positive/p00557/right,synthetic://step22/v1/positive/p00557/left,synthetic://step22/v1/positive/p00557/right,positive,train,step22_unlabeled_seller_1543613fb3f4a12a81f3,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00558/left||synthetic://step22/v1/positive/p00558/right,synthetic://step22/v1/positive/p00558/left,synthetic://step22/v1/positive/p00558/right,positive,train,step22_unlabeled_seller_3cc3b6d5a7e1ce643dd5,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00559/left||synthetic://step22/v1/positive/p00559/right,synthetic://step22/v1/positive/p00559/left,synthetic://step22/v1/positive/p00559/right,positive,train,step22_unlabeled_seller_d66c859e2c8842e9dfeb,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00560/left||synthetic://step22/v1/positive/p00560/right,synthetic://step22/v1/positive/p00560/left,synthetic://step22/v1/positive/p00560/right,positive,train,step22_unlabeled_seller_02b5688106a6e78894c8,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00561/left||synthetic://step22/v1/positive/p00561/right,synthetic://step22/v1/positive/p00561/left,synthetic://step22/v1/positive/p00561/right,positive,train,zh_target_strict_cc_540db623f3f9599c,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00562/left||synthetic://step22/v1/positive/p00562/right,synthetic://step22/v1/positive/p00562/left,synthetic://step22/v1/positive/p00562/right,positive,train,zh_target_strict_cc_8d579273f8d400c6,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00563/left||synthetic://step22/v1/positive/p00563/right,synthetic://step22/v1/positive/p00563/left,synthetic://step22/v1/positive/p00563/right,positive,train,step22_unlabeled_seller_c271e23e1ff7d7cacdc3,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00564/left||synthetic://step22/v1/positive/p00564/right,synthetic://step22/v1/positive/p00564/left,synthetic://step22/v1/positive/p00564/right,positive,train,step22_unlabeled_seller_e16c1d3d5d405f9daff1,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00565/left||synthetic://step22/v1/positive/p00565/right,synthetic://step22/v1/positive/p00565/left,synthetic://step22/v1/positive/p00565/right,positive,train,step22_unlabeled_seller_e1a1fbb04cef9da00e78,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00566/left||synthetic://step22/v1/positive/p00566/right,synthetic://step22/v1/positive/p00566/left,synthetic://step22/v1/positive/p00566/right,positive,train,zh_target_strict_cc_2e859afa63a87be7,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00567/left||synthetic://step22/v1/positive/p00567/right,synthetic://step22/v1/positive/p00567/left,synthetic://step22/v1/positive/p00567/right,positive,train,zh_target_strict_cc_ccff1905755794ed,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00568/left||synthetic://step22/v1/positive/p00568/right,synthetic://step22/v1/positive/p00568/left,synthetic://step22/v1/positive/p00568/right,positive,train,zh_target_strict_cc_367bf011d659e957,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00569/left||synthetic://step22/v1/positive/p00569/right,synthetic://step22/v1/positive/p00569/left,synthetic://step22/v1/positive/p00569/right,positive,train,zh_target_strict_cc_2e5c7caaf65dd8e0,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00570/left||synthetic://step22/v1/positive/p00570/right,synthetic://step22/v1/positive/p00570/left,synthetic://step22/v1/positive/p00570/right,positive,train,zh_target_strict_cc_540db623f3f9599c,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00571/left||synthetic://step22/v1/positive/p00571/right,synthetic://step22/v1/positive/p00571/left,synthetic://step22/v1/positive/p00571/right,positive,train,zh_target_strict_cc_a0470d4df17304ad,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00572/left||synthetic://step22/v1/positive/p00572/right,synthetic://step22/v1/positive/p00572/left,synthetic://step22/v1/positive/p00572/right,positive,train,step22_unlabeled_seller_5206655565e867eda117,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00573/left||synthetic://step22/v1/positive/p00573/right,synthetic://step22/v1/positive/p00573/left,synthetic://step22/v1/positive/p00573/right,positive,train,zh_target_strict_cc_f2284c6c25ecca95,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00574/left||synthetic://step22/v1/positive/p00574/right,synthetic://step22/v1/positive/p00574/left,synthetic://step22/v1/positive/p00574/right,positive,train,step22_unlabeled_seller_428e10f55100b298f7fd,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00575/left||synthetic://step22/v1/positive/p00575/right,synthetic://step22/v1/positive/p00575/left,synthetic://step22/v1/positive/p00575/right,positive,train,zh_target_strict_cc_efca46e72d966ee9,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00576/left||synthetic://step22/v1/positive/p00576/right,synthetic://step22/v1/positive/p00576/left,synthetic://step22/v1/positive/p00576/right,positive,train,step22_unlabeled_seller_cd34f8a42a24127dab33,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00577/left||synthetic://step22/v1/positive/p00577/right,synthetic://step22/v1/positive/p00577/left,synthetic://step22/v1/positive/p00577/right,positive,train,zh_target_strict_cc_9ad2ae4ca9a83c6a,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00578/left||synthetic://step22/v1/positive/p00578/right,synthetic://step22/v1/positive/p00578/left,synthetic://step22/v1/positive/p00578/right,positive,train,zh_target_strict_cc_8d579273f8d400c6,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00579/left||synthetic://step22/v1/positive/p00579/right,synthetic://step22/v1/positive/p00579/left,synthetic://step22/v1/positive/p00579/right,positive,train,zh_target_strict_cc_8d579273f8d400c6,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00580/left||synthetic://step22/v1/positive/p00580/right,synthetic://step22/v1/positive/p00580/left,synthetic://step22/v1/positive/p00580/right,positive,train,zh_target_strict_cc_2e859afa63a87be7,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00581/left||synthetic://step22/v1/positive/p00581/right,synthetic://step22/v1/positive/p00581/left,synthetic://step22/v1/positive/p00581/right,positive,train,step22_unlabeled_seller_61963d83db659d485c25,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00582/left||synthetic://step22/v1/positive/p00582/right,synthetic://step22/v1/positive/p00582/left,synthetic://step22/v1/positive/p00582/right,positive,train,step22_unlabeled_seller_82775af3a580f47fb6aa,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00583/left||synthetic://step22/v1/positive/p00583/right,synthetic://step22/v1/positive/p00583/left,synthetic://step22/v1/positive/p00583/right,positive,train,zh_target_strict_cc_f90ae29225a92855,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00584/left||synthetic://step22/v1/positive/p00584/right,synthetic://step22/v1/positive/p00584/left,synthetic://step22/v1/positive/p00584/right,positive,train,step22_unlabeled_seller_66b0be90a29320bf06be,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00585/left||synthetic://step22/v1/positive/p00585/right,synthetic://step22/v1/positive/p00585/left,synthetic://step22/v1/positive/p00585/right,positive,train,step22_unlabeled_seller_1de000697af020572a36,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00586/left||synthetic://step22/v1/positive/p00586/right,synthetic://step22/v1/positive/p00586/left,synthetic://step22/v1/positive/p00586/right,positive,train,step22_unlabeled_seller_5c68eac7f38f14f86985,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00587/left||synthetic://step22/v1/positive/p00587/right,synthetic://step22/v1/positive/p00587/left,synthetic://step22/v1/positive/p00587/right,positive,train,zh_target_strict_cc_b79d194b6a116fd4,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00588/left||synthetic://step22/v1/positive/p00588/right,synthetic://step22/v1/positive/p00588/left,synthetic://step22/v1/positive/p00588/right,positive,train,step22_unlabeled_seller_d8c31f88626872ad66fc,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00589/left||synthetic://step22/v1/positive/p00589/right,synthetic://step22/v1/positive/p00589/left,synthetic://step22/v1/positive/p00589/right,positive,train,step22_unlabeled_seller_accf93be88b452ffd520,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00590/left||synthetic://step22/v1/positive/p00590/right,synthetic://step22/v1/positive/p00590/left,synthetic://step22/v1/positive/p00590/right,positive,train,step22_unlabeled_seller_6e1a9c392e12829739d8,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00591/left||synthetic://step22/v1/positive/p00591/right,synthetic://step22/v1/positive/p00591/left,synthetic://step22/v1/positive/p00591/right,positive,train,step22_unlabeled_seller_8336fad09b4509df5242,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00592/left||synthetic://step22/v1/positive/p00592/right,synthetic://step22/v1/positive/p00592/left,synthetic://step22/v1/positive/p00592/right,positive,train,step22_unlabeled_seller_ad9536575549ecb407dc,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00593/left||synthetic://step22/v1/positive/p00593/right,synthetic://step22/v1/positive/p00593/left,synthetic://step22/v1/positive/p00593/right,positive,train,step22_unlabeled_seller_b93114ed44f1d832c45c,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00594/left||synthetic://step22/v1/positive/p00594/right,synthetic://step22/v1/positive/p00594/left,synthetic://step22/v1/positive/p00594/right,positive,train,step22_unlabeled_seller_e3507e37f1985220332c,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00595/left||synthetic://step22/v1/positive/p00595/right,synthetic://step22/v1/positive/p00595/left,synthetic://step22/v1/positive/p00595/right,positive,train,step22_unlabeled_seller_dd50b847712f17b4d621,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00596/left||synthetic://step22/v1/positive/p00596/right,synthetic://step22/v1/positive/p00596/left,synthetic://step22/v1/positive/p00596/right,positive,train,step22_unlabeled_seller_cc0f8c607fa346f1a01b,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00597/left||synthetic://step22/v1/positive/p00597/right,synthetic://step22/v1/positive/p00597/left,synthetic://step22/v1/positive/p00597/right,positive,train,step22_unlabeled_seller_9119d739e0ecb22d1afa,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00598/left||synthetic://step22/v1/positive/p00598/right,synthetic://step22/v1/positive/p00598/left,synthetic://step22/v1/positive/p00598/right,positive,train,step22_unlabeled_seller_359f6a9e119de58811b4,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00599/left||synthetic://step22/v1/positive/p00599/right,synthetic://step22/v1/positive/p00599/left,synthetic://step22/v1/positive/p00599/right,positive,train,step22_unlabeled_seller_2c141b9159ba4320a361,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00600/left||synthetic://step22/v1/positive/p00600/right,synthetic://step22/v1/positive/p00600/left,synthetic://step22/v1/positive/p00600/right,positive,train,zh_target_strict_cc_7da9eb6e659ef940,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00601/left||synthetic://step22/v1/positive/p00601/right,synthetic://step22/v1/positive/p00601/left,synthetic://step22/v1/positive/p00601/right,positive,train,zh_target_strict_cc_0f6792626c843fb6,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00602/left||synthetic://step22/v1/positive/p00602/right,synthetic://step22/v1/positive/p00602/left,synthetic://step22/v1/positive/p00602/right,positive,train,step22_unlabeled_seller_ae8d5bb5505b9cc58bed,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00603/left||synthetic://step22/v1/positive/p00603/right,synthetic://step22/v1/positive/p00603/left,synthetic://step22/v1/positive/p00603/right,positive,train,zh_target_strict_cc_f7f70f2184be4bbd,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00604/left||synthetic://step22/v1/positive/p00604/right,synthetic://step22/v1/positive/p00604/left,synthetic://step22/v1/positive/p00604/right,positive,train,step22_unlabeled_seller_5f281b61da9cf9166e77,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00605/left||synthetic://step22/v1/positive/p00605/right,synthetic://step22/v1/positive/p00605/left,synthetic://step22/v1/positive/p00605/right,positive,train,zh_target_strict_cc_8143700a54ec0f46,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00606/left||synthetic://step22/v1/positive/p00606/right,synthetic://step22/v1/positive/p00606/left,synthetic://step22/v1/positive/p00606/right,positive,train,step22_unlabeled_seller_cd7dd42875fd6ec8b050,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00607/left||synthetic://step22/v1/positive/p00607/right,synthetic://step22/v1/positive/p00607/left,synthetic://step22/v1/positive/p00607/right,positive,train,step22_unlabeled_seller_065893b0db187c004aef,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00608/left||synthetic://step22/v1/positive/p00608/right,synthetic://step22/v1/positive/p00608/left,synthetic://step22/v1/positive/p00608/right,positive,train,step22_unlabeled_seller_7c191f1f8e1128a88063,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00609/left||synthetic://step22/v1/positive/p00609/right,synthetic://step22/v1/positive/p00609/left,synthetic://step22/v1/positive/p00609/right,positive,train,step22_unlabeled_seller_d8cfdb7b009548e8268c,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00610/left||synthetic://step22/v1/positive/p00610/right,synthetic://step22/v1/positive/p00610/left,synthetic://step22/v1/positive/p00610/right,positive,train,step22_unlabeled_seller_a68e425d5d9d9f9a679d,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00611/left||synthetic://step22/v1/positive/p00611/right,synthetic://step22/v1/positive/p00611/left,synthetic://step22/v1/positive/p00611/right,positive,train,zh_target_strict_cc_26bf65014a42f3b2,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00612/left||synthetic://step22/v1/positive/p00612/right,synthetic://step22/v1/positive/p00612/left,synthetic://step22/v1/positive/p00612/right,positive,train,step22_unlabeled_seller_93d6c2fa5ffad35569f1,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00613/left||synthetic://step22/v1/positive/p00613/right,synthetic://step22/v1/positive/p00613/left,synthetic://step22/v1/positive/p00613/right,positive,train,step22_unlabeled_seller_bed3f4185b9696a11214,same_seller_split_positive,1,0,1,0,1.000000000000
