synthetic_pair_uid,synthetic_class,source_parent_seller_uid_left,source_parent_seller_uid_right,source_parent_pair_uid,parent_component_id,parent_evidence_type,independent_source_unit,real_cross_account_sockpuppet_relation,synthetic_train_only,benchmark_eligible,left_item_count,right_item_count
synthetic://step22/v1/positive/p00511/left||synthetic://step22/v1/positive/p00511/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:52071,market_item.xlsx|中文暗网交易市场|seller_raw:52071,,step22_unlabeled_seller_554cfe6dc0d103f22f6b,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:52071,0,1,0,3,3
synthetic://step22/v1/positive/p00512/left||synthetic://step22/v1/positive/p00512/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/463379,market_item.xlsx|茶马古道|seller_raw:/shop/463379,,step22_unlabeled_seller_0585e79649a818237be6,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/463379,0,1,0,4,3
synthetic://step22/v1/positive/p00513/left||synthetic://step22/v1/positive/p00513/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/412457,market_item.xlsx|茶马古道|seller_raw:/shop/412457,,step22_unlabeled_seller_c94eb8ab67b7d7a45a99,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/412457,0,1,0,4,4
synthetic://step22/v1/positive/p00514/left||synthetic://step22/v1/positive/p00514/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:14820,market_item.xlsx|中文暗网交易市场|seller_raw:14820,,step22_unlabeled_seller_eab5434a5e9ace30bda1,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:14820,0,1,0,6,6
synthetic://step22/v1/positive/p00515/left||synthetic://step22/v1/positive/p00515/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/397707,market_item.xlsx|茶马古道|seller_raw:/shop/397707,,zh_target_strict_cc_2e5c7caaf65dd8e0,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/397707,0,1,0,4,4
synthetic://step22/v1/positive/p00516/left||synthetic://step22/v1/positive/p00516/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/395629,market_item.xlsx|茶马古道|seller_raw:/shop/395629,,zh_target_strict_cc_8d59425a6c8933a2,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/395629,0,1,0,6,6
synthetic://step22/v1/positive/p00517/left||synthetic://step22/v1/positive/p00517/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/443135,market_item.xlsx|茶马古道|seller_raw:/shop/443135,,step22_unlabeled_seller_ca332e5f35dbc95dda4f,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/443135,0,1,0,5,6
synthetic://step22/v1/positive/p00518/left||synthetic://step22/v1/positive/p00518/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/446363,market_item.xlsx|茶马古道|seller_raw:/shop/446363,,step22_unlabeled_seller_84d47cf1183514e13d93,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/446363,0,1,0,7,5
synthetic://step22/v1/positive/p00519/left||synthetic://step22/v1/positive/p00519/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:62435,market_item.xlsx|中文暗网交易市场|seller_raw:62435,,zh_target_strict_cc_2b1fa837c0e49726,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:62435,0,1,0,9,8
synthetic://step22/v1/positive/p00520/left||synthetic://step22/v1/positive/p00520/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:23682,market_item.xlsx|中文暗网交易市场|seller_raw:23682,,step22_unlabeled_seller_92b2189f933a01e94b43,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:23682,0,1,0,6,8
synthetic://step22/v1/positive/p00521/left||synthetic://step22/v1/positive/p00521/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:445133,market_item.xlsx|中文暗网交易市场|seller_raw:445133,,step22_unlabeled_seller_2a108382d0efb82109b6,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:445133,0,1,0,6,3
synthetic://step22/v1/positive/p00522/left||synthetic://step22/v1/positive/p00522/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/435113,market_item.xlsx|茶马古道|seller_raw:/shop/435113,,zh_target_strict_cc_22709e967eba3940,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/435113,0,1,0,51,6
synthetic://step22/v1/positive/p00523/left||synthetic://step22/v1/positive/p00523/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/416063,market_item.xlsx|茶马古道|seller_raw:/shop/416063,,step22_unlabeled_seller_b34c339fd30320f9ab4b,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/416063,0,1,0,3,4
synthetic://step22/v1/positive/p00524/left||synthetic://step22/v1/positive/p00524/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:26064,market_item.xlsx|中文暗网交易市场|seller_raw:26064,,step22_unlabeled_seller_cfacb565bed553da6c4e,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:26064,0,1,0,4,3
synthetic://step22/v1/positive/p00525/left||synthetic://step22/v1/positive/p00525/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/415493,market_item.xlsx|茶马古道|seller_raw:/shop/415493,,zh_target_strict_cc_d30b8a7ef8b6700c,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/415493,0,1,0,16,7
synthetic://step22/v1/positive/p00526/left||synthetic://step22/v1/positive/p00526/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/397358,market_item.xlsx|茶马古道|seller_raw:/shop/397358,,step22_unlabeled_seller_44752637a1c1196eb189,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/397358,0,1,0,3,3
synthetic://step22/v1/positive/p00527/left||synthetic://step22/v1/positive/p00527/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:505823,market_item.xlsx|中文暗网交易市场|seller_raw:505823,,step22_unlabeled_seller_df5c113886bdeabe4107,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:505823,0,1,0,4,4
synthetic://step22/v1/positive/p00528/left||synthetic://step22/v1/positive/p00528/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/6242,market_item.xlsx|茶马古道|seller_raw:/shop/6242,,zh_target_strict_cc_bdbbd819a13285cb,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/6242,0,1,0,6,6
synthetic://step22/v1/positive/p00529/left||synthetic://step22/v1/positive/p00529/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:86183,market_item.xlsx|中文暗网交易市场|seller_raw:86183,,step22_unlabeled_seller_5e740fb49b69c00e6772,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:86183,0,1,0,3,3
synthetic://step22/v1/positive/p00530/left||synthetic://step22/v1/positive/p00530/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/450152,market_item.xlsx|茶马古道|seller_raw:/shop/450152,,step22_unlabeled_seller_2463b3b262bdc896ed06,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/450152,0,1,0,3,6
synthetic://step22/v1/positive/p00531/left||synthetic://step22/v1/positive/p00531/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:38453,market_item.xlsx|中文暗网交易市场|seller_raw:38453,,step22_unlabeled_seller_82ea18d683bc7d65965f,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:38453,0,1,0,3,5
synthetic://step22/v1/positive/p00532/left||synthetic://step22/v1/positive/p00532/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:352921,market_item.xlsx|中文暗网交易市场|seller_raw:352921,,step22_unlabeled_seller_d96498bd35946c0ab774,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:352921,0,1,0,3,4
synthetic://step22/v1/positive/p00533/left||synthetic://step22/v1/positive/p00533/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:28500,market_item.xlsx|中文暗网交易市场|seller_raw:28500,,step22_unlabeled_seller_fceba8c535f05f4bba20,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:28500,0,1,0,6,6
synthetic://step22/v1/positive/p00534/left||synthetic://step22/v1/positive/p00534/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:568402,market_item.xlsx|中文暗网交易市场|seller_raw:568402,,step22_unlabeled_seller_b887d9ec379dc7abd119,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:568402,0,1,0,5,7
synthetic://step22/v1/positive/p00535/left||synthetic://step22/v1/positive/p00535/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/415513,market_item.xlsx|茶马古道|seller_raw:/shop/415513,,step22_unlabeled_seller_db814ee627d33ff6f86e,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/415513,0,1,0,3,3
synthetic://step22/v1/positive/p00536/left||synthetic://step22/v1/positive/p00536/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/415792,market_item.xlsx|茶马古道|seller_raw:/shop/415792,,step22_unlabeled_seller_d3b5ff64707c42d46e34,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/415792,0,1,0,4,4
synthetic://step22/v1/positive/p00537/left||synthetic://step22/v1/positive/p00537/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:70865,market_item.xlsx|中文暗网交易市场|seller_raw:70865,,step22_unlabeled_seller_6a842691daf628726195,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:70865,0,1,0,3,5
synthetic://step22/v1/positive/p00538/left||synthetic://step22/v1/positive/p00538/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/411533,market_item.xlsx|茶马古道|seller_raw:/shop/411533,,step22_unlabeled_seller_6c87cb4b5fc267d25029,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/411533,0,1,0,10,4
synthetic://step22/v1/positive/p00539/left||synthetic://step22/v1/positive/p00539/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:443482,market_item.xlsx|中文暗网交易市场|seller_raw:443482,,zh_target_strict_cc_a4907cf1273476d7,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:443482,0,1,0,7,5
synthetic://step22/v1/positive/p00540/left||synthetic://step22/v1/positive/p00540/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:81974,market_item.xlsx|中文暗网交易市场|seller_raw:81974,,step22_unlabeled_seller_76739695cba0db23460b,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:81974,0,1,0,3,4
synthetic://step22/v1/positive/p00541/left||synthetic://step22/v1/positive/p00541/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:90068,market_item.xlsx|中文暗网交易市场|seller_raw:90068,,step22_unlabeled_seller_18decc761b9de18586a7,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:90068,0,1,0,5,7
synthetic://step22/v1/positive/p00542/left||synthetic://step22/v1/positive/p00542/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:515159,market_item.xlsx|中文暗网交易市场|seller_raw:515159,,step22_unlabeled_seller_7343b7b5add89d083541,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:515159,0,1,0,6,5
synthetic://step22/v1/positive/p00543/left||synthetic://step22/v1/positive/p00543/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:15153,market_item.xlsx|中文暗网交易市场|seller_raw:15153,,step22_unlabeled_seller_b17671a04a1b183ea330,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:15153,0,1,0,3,3
synthetic://step22/v1/positive/p00544/left||synthetic://step22/v1/positive/p00544/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:612841,market_item.xlsx|中文暗网交易市场|seller_raw:612841,,step22_unlabeled_seller_8cd8a4e10beedf4f768a,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:612841,0,1,0,3,3
synthetic://step22/v1/positive/p00545/left||synthetic://step22/v1/positive/p00545/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/413435,market_item.xlsx|茶马古道|seller_raw:/shop/413435,,step22_unlabeled_seller_d6644b0d88324c78f9a2,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/413435,0,1,0,4,8
synthetic://step22/v1/positive/p00546/left||synthetic://step22/v1/positive/p00546/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:566741,market_item.xlsx|中文暗网交易市场|seller_raw:566741,,step22_unlabeled_seller_391d1bda5cea148ee385,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:566741,0,1,0,5,6
synthetic://step22/v1/positive/p00547/left||synthetic://step22/v1/positive/p00547/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:510072,market_item.xlsx|中文暗网交易市场|seller_raw:510072,,step22_unlabeled_seller_da01de28455058a59082,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:510072,0,1,0,4,3
synthetic://step22/v1/positive/p00548/left||synthetic://step22/v1/positive/p00548/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:470389,market_item.xlsx|中文暗网交易市场|seller_raw:470389,,step22_unlabeled_seller_879b8ad6e45263a93d3e,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:470389,0,1,0,6,6
synthetic://step22/v1/positive/p00549/left||synthetic://step22/v1/positive/p00549/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/420995,market_item.xlsx|茶马古道|seller_raw:/shop/420995,,step22_unlabeled_seller_2364ec02bfdc84b1f815,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/420995,0,1,0,3,5
synthetic://step22/v1/positive/p00550/left||synthetic://step22/v1/positive/p00550/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:572775,market_item.xlsx|中文暗网交易市场|seller_raw:572775,,step22_unlabeled_seller_33a430df7f58f86e8fc4,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:572775,0,1,0,6,6
synthetic://step22/v1/positive/p00551/left||synthetic://step22/v1/positive/p00551/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/418927,market_item.xlsx|茶马古道|seller_raw:/shop/418927,,step22_unlabeled_seller_d1c6e7f74c58e86a76a6,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/418927,0,1,0,3,3
synthetic://step22/v1/positive/p00552/left||synthetic://step22/v1/positive/p00552/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/408273,market_item.xlsx|茶马古道|seller_raw:/shop/408273,,step22_unlabeled_seller_f18f238919c52804cf3a,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/408273,0,1,0,3,3
synthetic://step22/v1/positive/p00553/left||synthetic://step22/v1/positive/p00553/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/404047,market_item.xlsx|茶马古道|seller_raw:/shop/404047,,step22_unlabeled_seller_52e9120ea0ae10f6bc1c,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/404047,0,1,0,4,3
synthetic://step22/v1/positive/p00554/left||synthetic://step22/v1/positive/p00554/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:440950,market_item.xlsx|中文暗网交易市场|seller_raw:440950,,step22_unlabeled_seller_e213da400d7e314f7002,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:440950,0,1,0,6,6
synthetic://step22/v1/positive/p00555/left||synthetic://step22/v1/positive/p00555/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:302513,market_item.xlsx|中文暗网交易市场|seller_raw:302513,,step22_unlabeled_seller_1fed8b54b3dca1fd218a,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:302513,0,1,0,6,6
synthetic://step22/v1/positive/p00556/left||synthetic://step22/v1/positive/p00556/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:51690,market_item.xlsx|中文暗网交易市场|seller_raw:51690,,zh_target_strict_cc_2e5c7caaf65dd8e0,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:51690,0,1,0,4,3
synthetic://step22/v1/positive/p00557/left||synthetic://step22/v1/positive/p00557/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:463265,market_item.xlsx|中文暗网交易市场|seller_raw:463265,,step22_unlabeled_seller_1543613fb3f4a12a81f3,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:463265,0,1,0,4,3
synthetic://step22/v1/positive/p00558/left||synthetic://step22/v1/positive/p00558/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:84029,market_item.xlsx|中文暗网交易市场|seller_raw:84029,,step22_unlabeled_seller_3cc3b6d5a7e1ce643dd5,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:84029,0,1,0,3,3
synthetic://step22/v1/positive/p00559/left||synthetic://step22/v1/positive/p00559/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/432690,market_item.xlsx|茶马古道|seller_raw:/shop/432690,,step22_unlabeled_seller_d66c859e2c8842e9dfeb,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/432690,0,1,0,4,3
synthetic://step22/v1/positive/p00560/left||synthetic://step22/v1/positive/p00560/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/394863,market_item.xlsx|茶马古道|seller_raw:/shop/394863,,step22_unlabeled_seller_02b5688106a6e78894c8,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/394863,0,1,0,6,7
synthetic://step22/v1/positive/p00561/left||synthetic://step22/v1/positive/p00561/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:361068,market_item.xlsx|中文暗网交易市场|seller_raw:361068,,zh_target_strict_cc_540db623f3f9599c,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:361068,0,1,0,6,6
synthetic://step22/v1/positive/p00562/left||synthetic://step22/v1/positive/p00562/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:430378,market_item.xlsx|中文暗网交易市场|seller_raw:430378,,zh_target_strict_cc_8d579273f8d400c6,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:430378,0,1,0,5,5
synthetic://step22/v1/positive/p00563/left||synthetic://step22/v1/positive/p00563/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:317037,market_item.xlsx|中文暗网交易市场|seller_raw:317037,,step22_unlabeled_seller_c271e23e1ff7d7cacdc3,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:317037,0,1,0,3,4
synthetic://step22/v1/positive/p00564/left||synthetic://step22/v1/positive/p00564/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/406811,market_item.xlsx|茶马古道|seller_raw:/shop/406811,,step22_unlabeled_seller_e16c1d3d5d405f9daff1,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/406811,0,1,0,3,3
synthetic://step22/v1/positive/p00565/left||synthetic://step22/v1/positive/p00565/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:504232,market_item.xlsx|中文暗网交易市场|seller_raw:504232,,step22_unlabeled_seller_e1a1fbb04cef9da00e78,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:504232,0,1,0,4,3
synthetic://step22/v1/positive/p00566/left||synthetic://step22/v1/positive/p00566/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:433208,market_item.xlsx|中文暗网交易市场|seller_raw:433208,,zh_target_strict_cc_2e859afa63a87be7,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:433208,0,1,0,5,4
synthetic://step22/v1/positive/p00567/left||synthetic://step22/v1/positive/p00567/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/396767,market_item.xlsx|茶马古道|seller_raw:/shop/396767,,zh_target_strict_cc_ccff1905755794ed,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/396767,0,1,0,6,6
synthetic://step22/v1/positive/p00568/left||synthetic://step22/v1/positive/p00568/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:565482,market_item.xlsx|中文暗网交易市场|seller_raw:565482,,zh_target_strict_cc_367bf011d659e957,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:565482,0,1,0,6,6
synthetic://step22/v1/positive/p00569/left||synthetic://step22/v1/positive/p00569/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/448464,market_item.xlsx|茶马古道|seller_raw:/shop/448464,,zh_target_strict_cc_2e5c7caaf65dd8e0,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/448464,0,1,0,4,4
synthetic://step22/v1/positive/p00570/left||synthetic://step22/v1/positive/p00570/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:465763,market_item.xlsx|中文暗网交易市场|seller_raw:465763,,zh_target_strict_cc_540db623f3f9599c,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:465763,0,1,0,6,6
synthetic://step22/v1/positive/p00571/left||synthetic://step22/v1/positive/p00571/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/1681,market_item.xlsx|茶马古道|seller_raw:/shop/1681,,zh_target_strict_cc_a0470d4df17304ad,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/1681,0,1,0,4,5
synthetic://step22/v1/positive/p00572/left||synthetic://step22/v1/positive/p00572/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:27164,market_item.xlsx|中文暗网交易市场|seller_raw:27164,,step22_unlabeled_seller_5206655565e867eda117,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:27164,0,1,0,3,3
synthetic://step22/v1/positive/p00573/left||synthetic://step22/v1/positive/p00573/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/406204,market_item.xlsx|茶马古道|seller_raw:/shop/406204,,zh_target_strict_cc_f2284c6c25ecca95,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/406204,0,1,0,6,6
synthetic://step22/v1/positive/p00574/left||synthetic://step22/v1/positive/p00574/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:50475,market_item.xlsx|中文暗网交易市场|seller_raw:50475,,step22_unlabeled_seller_428e10f55100b298f7fd,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:50475,0,1,0,3,3
synthetic://step22/v1/positive/p00575/left||synthetic://step22/v1/positive/p00575/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:575281,market_item.xlsx|中文暗网交易市场|seller_raw:575281,,zh_target_strict_cc_efca46e72d966ee9,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:575281,0,1,0,3,3
synthetic://step22/v1/positive/p00576/left||synthetic://step22/v1/positive/p00576/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:11155,market_item.xlsx|中文暗网交易市场|seller_raw:11155,,step22_unlabeled_seller_cd34f8a42a24127dab33,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:11155,0,1,0,3,3
synthetic://step22/v1/positive/p00577/left||synthetic://step22/v1/positive/p00577/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:65684,market_item.xlsx|中文暗网交易市场|seller_raw:65684,,zh_target_strict_cc_9ad2ae4ca9a83c6a,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:65684,0,1,0,4,3
synthetic://step22/v1/positive/p00578/left||synthetic://step22/v1/positive/p00578/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:95895,market_item.xlsx|中文暗网交易市场|seller_raw:95895,,zh_target_strict_cc_8d579273f8d400c6,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:95895,0,1,0,7,5
synthetic://step22/v1/positive/p00579/left||synthetic://step22/v1/positive/p00579/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:436422,market_item.xlsx|中文暗网交易市场|seller_raw:436422,,zh_target_strict_cc_8d579273f8d400c6,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:436422,0,1,0,6,6
synthetic://step22/v1/positive/p00580/left||synthetic://step22/v1/positive/p00580/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:433693,market_item.xlsx|中文暗网交易市场|seller_raw:433693,,zh_target_strict_cc_2e859afa63a87be7,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:433693,0,1,0,4,4
synthetic://step22/v1/positive/p00581/left||synthetic://step22/v1/positive/p00581/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:47640,market_item.xlsx|中文暗网交易市场|seller_raw:47640,,step22_unlabeled_seller_61963d83db659d485c25,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:47640,0,1,0,4,4
synthetic://step22/v1/positive/p00582/left||synthetic://step22/v1/positive/p00582/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:587955,market_item.xlsx|中文暗网交易市场|seller_raw:587955,,step22_unlabeled_seller_82775af3a580f47fb6aa,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:587955,0,1,0,6,6
synthetic://step22/v1/positive/p00583/left||synthetic://step22/v1/positive/p00583/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/404544,market_item.xlsx|茶马古道|seller_raw:/shop/404544,,zh_target_strict_cc_f90ae29225a92855,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/404544,0,1,0,7,5
synthetic://step22/v1/positive/p00584/left||synthetic://step22/v1/positive/p00584/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:487825,market_item.xlsx|中文暗网交易市场|seller_raw:487825,,step22_unlabeled_seller_66b0be90a29320bf06be,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:487825,0,1,0,6,6
synthetic://step22/v1/positive/p00585/left||synthetic://step22/v1/positive/p00585/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/412778,market_item.xlsx|茶马古道|seller_raw:/shop/412778,,step22_unlabeled_seller_1de000697af020572a36,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/412778,0,1,0,3,4
